R_AB,E_VQE_sim_id,E_HF,E_qiskit_tot,E_exacta
8.000000000000000000000000000000E-01,-2.855288363984460000000000000000E+00,-2.846231250354710000000000000000E+00,-2.855708602861440000000000000000E+00,-2.855708627228000000000000000000E+00
8.030303030303030000000000000000E-01,-2.853938866494770000000000000000E+00,-2.846670524905280000000000000000E+00,-2.856127626057600000000000000000E+00,-2.856127647928450000000000000000E+00
8.060606060606060000000000000000E-01,-2.856179948094020000000000000000E+00,-2.847094338785410000000000000000E+00,-2.856530711125010000000000000000E+00,-2.856530730652890000000000000000E+00
8.090909090909090000000000000000E-01,-2.856618904962940000000000000000E+00,-2.847503002520470000000000000000E+00,-2.856918171106060000000000000000E+00,-2.856918188438140000000000000000E+00
8.121212121212120000000000000000E-01,-2.857326128223730000000000000000E+00,-2.847896820729220000000000000000E+00,-2.857290313225100000000000000000E+00,-2.857290328493970000000000000000E+00
8.151515151515150000000000000000E-01,-2.857378225825370000000000000000E+00,-2.848276092251110000000000000000E+00,-2.857647438994150000000000000000E+00,-2.857647452330080000000000000000E+00
8.181818181818180000000000000000E-01,-2.857362169350970000000000000000E+00,-2.848641110270600000000000000000E+00,-2.857989844300880000000000000000E+00,-2.857989855880040000000000000000E+00
8.212121212121210000000000000000E-01,-2.857066993115000000000000000000E+00,-2.848992162438430000000000000000E+00,-2.858317819690840000000000000000E+00,-2.858317829622200000000000000000E+00
8.242424242424240000000000000000E-01,-2.857641780783680000000000000000E+00,-2.849329530990200000000000000000E+00,-2.858631650270950000000000000000E+00,-2.858631658697850000000000000000E+00
8.272727272727270000000000000000E-01,-2.858413021328760000000000000000E+00,-2.849653492861850000000000000000E+00,-2.858931615974460000000000000000E+00,-2.858931623026310000000000000000E+00
8.303030303030300000000000000000E-01,-2.857424618552140000000000000000E+00,-2.849964319802710000000000000000E+00,-2.859217991611280000000000000000E+00,-2.859217997417500000000000000000E+00
8.333333333333330000000000000000E-01,-2.858739248724140000000000000000E+00,-2.850262278485530000000000000000E+00,-2.859491046992760000000000000000E+00,-2.859491051681570000000000000000E+00
8.363636363636360000000000000000E-01,-2.858853299070890000000000000000E+00,-2.850547630614120000000000000000E+00,-2.859751047039440000000000000000E+00,-2.859751050736000000000000000000E+00
8.393939393939390000000000000000E-01,-2.858152548769670000000000000000E+00,-2.850820633028230000000000000000E+00,-2.859998251873730000000000000000E+00,-2.859998254710030000000000000000E+00
8.424242424242420000000000000000E-01,-2.860117123621670000000000000000E+00,-2.851081537805940000000000000000E+00,-2.860232916953740000000000000000E+00,-2.860232919046530000000000000000E+00
8.454545454545450000000000000000E-01,-2.860293195331360000000000000000E+00,-2.851330592363680000000000000000E+00,-2.860455293132700000000000000000E+00,-2.860455294601430000000000000000E+00
8.484848484848480000000000000000E-01,-2.860347347271610000000000000000E+00,-2.851568039553630000000000000000E+00,-2.860665626771170000000000000000E+00,-2.860665627740620000000000000000E+00
8.515151515151510000000000000000E-01,-2.860126894431750000000000000000E+00,-2.851794117758930000000000000000E+00,-2.860864159860750000000000000000E+00,-2.860864160434520000000000000000E+00
8.545454545454540000000000000000E-01,-2.860918627571770000000000000000E+00,-2.852009060986500000000000000000E+00,-2.861051130049470000000000000000E+00,-2.861051130350290000000000000000E+00
8.575757575757570000000000000000E-01,-2.861081466948560000000000000000E+00,-2.852213098957540000000000000000E+00,-2.861226770808350000000000000000E+00,-2.861226770941740000000000000000E+00
8.606060606060600000000000000000E-01,-2.860549426669120000000000000000E+00,-2.852406457195940000000000000000E+00,-2.861391311460930000000000000000E+00,-2.861391311537050000000000000000E+00
8.636363636363630000000000000000E-01,-2.860717869924290000000000000000E+00,-2.852589357114460000000000000000E+00,-2.861544977299090000000000000000E+00,-2.861544977424210000000000000000E+00
8.666666666666660000000000000000E-01,-2.860807201861960000000000000000E+00,-2.852762016098760000000000000000E+00,-2.861687989657110000000000000000E+00,-2.861687989934450000000000000000E+00
8.696969696969690000000000000000E-01,-2.860592751106440000000000000000E+00,-2.852924647589440000000000000000E+00,-2.861820565990300000000000000000E+00,-2.861820566523440000000000000000E+00
8.727272727272720000000000000000E-01,-2.860844542352730000000000000000E+00,-2.853077461162040000000000000000E+00,-2.861942919964050000000000000000E+00,-2.861942920850600000000000000000E+00
8.757575757575750000000000000000E-01,-2.861353523921600000000000000000E+00,-2.853220662605080000000000000000E+00,-2.862055261522770000000000000000E+00,-2.862055262856270000000000000000E+00
8.787878787878780000000000000000E-01,-2.860672111036320000000000000000E+00,-2.853354453996140000000000000000E+00,-2.862157796966240000000000000000E+00,-2.862157798837040000000000000000E+00
8.818181818181810000000000000000E-01,-2.861296892766690000000000000000E+00,-2.853479033776120000000000000000E+00,-2.862250729013970000000000000000E+00,-2.862250731519150000000000000000E+00
8.848484848484840000000000000000E-01,-2.859936808752840000000000000000E+00,-2.853594596821670000000000000000E+00,-2.862334256898000000000000000000E+00,-2.862334260130030000000000000000E+00
8.878787878787870000000000000000E-01,-2.861609818877300000000000000000E+00,-2.853701334515800000000000000000E+00,-2.862408576432910000000000000000E+00,-2.862408580468000000000000000000E+00
8.909090909090900000000000000000E-01,-2.862886152654460000000000000000E+00,-2.853799434816780000000000000000E+00,-2.862473880028570000000000000000E+00,-2.862473884970290000000000000000E+00
8.939393939393940000000000000000E-01,-2.861163420500110000000000000000E+00,-2.853889082325340000000000000000E+00,-2.862530356863870000000000000000E+00,-2.862530362779220000000000000000E+00
8.969696969696960000000000000000E-01,-2.860790157997380000000000000000E+00,-2.853970458350220000000000000000E+00,-2.862578192846980000000000000000E+00,-2.862578199806830000000000000000E+00
9.000000000000000000000000000000E-01,-2.862902543865540000000000000000E+00,-2.854043740972120000000000000000E+00,-2.862617570714720000000000000000E+00,-2.862617578797770000000000000000E+00
9.030303030303030000000000000000E-01,-2.860237391509530000000000000000E+00,-2.854109105106060000000000000000E+00,-2.862648595644660000000000000000E+00,-2.862648679390660000000000000000E+00
9.060606060606060000000000000000E-01,-2.859937520513310000000000000000E+00,-2.854166722562210000000000000000E+00,-2.862671594709300000000000000000E+00,-2.862671678177820000000000000000E+00
9.090909090909090000000000000000E-01,-2.862140281097590000000000000000E+00,-2.854216762105290000000000000000E+00,-2.862686665556200000000000000000E+00,-2.862686748763610000000000000000E+00
9.121212121212120000000000000000E-01,-2.862506624951970000000000000000E+00,-2.854259389512450000000000000000E+00,-2.862693978941070000000000000000E+00,-2.862694061821150000000000000000E+00
9.151515151515150000000000000000E-01,-2.862416812817450000000000000000E+00,-2.854294767629760000000000000000E+00,-2.862693702635450000000000000000E+00,-2.862693785147690000000000000000E+00
9.181818181818180000000000000000E-01,-2.861577608294870000000000000000E+00,-2.854323056427370000000000000000E+00,-2.862686001532970000000000000000E+00,-2.862686083718610000000000000000E+00
9.212121212121210000000000000000E-01,-2.861960800693070000000000000000E+00,-2.854344413053270000000000000000E+00,-2.862671037979910000000000000000E+00,-2.862671119739940000000000000000E+00
9.242424242424240000000000000000E-01,-2.862168314600810000000000000000E+00,-2.854358991885790000000000000000E+00,-2.862648971330280000000000000000E+00,-2.862649052699650000000000000000E+00
